Emp_Id,Employee_Name,Grade,Department,Location,Primary_Skill,Secondary_Skill,Course_ID,Course_Name,Course_Category,Course_Start_Date,Course_End_Date,Duration_Hours,Delivery_Mode,Course_Status,Completion_Percentage,Assessment_Score,Certification_Earned,Business_Priority,Skill_Gap_Score,Manager,Availability_Hours_Per_Week,Current_Project,Bench_Status,Performance_Rating,Learning_Style,Career_Goal,Recommended_Flag
E099,Frank Castle,G6,Engineering,Fremont,Observability,OpenTelemetry,TM014,DevOps and CI/CD Pipeline,DevOps,10-01-2025,05-03-2025,50.0,Hybrid,Completed,100.0,89.0,Yes,Critical,0.15,Jane Doe,0.0,Project DE,Active,4.6,Hands-on,SRE Engineer,0.0
E100,Alice Wonderland,G3,QA,Irvine,Mocha,Chai,TM001,Python Programming Fundamentals,Programming,20-02-2025,25-03-2025,30.0,Online,Completed,100.0,76.0,Yes,High,0.35,Tom Davis,0.0,Project BZ,Active,3.5,Visual,JS Tester,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
E101,Employee_101,G7,Engineering,Boston,Linux,Kubernetes,TM039,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,40.0,Online,Completed,80.0,73.0,Yes,Medium,0.14,Jane Doe,10.0,Project_2,Active,3.3,Visual,Tech Lead,0.0
E102,Employee_102,G9,Engineering,SF,Java,Spring,TM028,Full Stack Web Development,Development,15-01-2025,28-02-2025,60.0,Hybrid,Completed,99.0,88.0,Yes,Low,0.43,John Smith,15.0,Project_7,Active,3.1,Hands-on,Data Scientist,0.0
E103,Employee_103,G10,Engineering,SF,Python,React,TM020,Backend API Development,Backend,15-01-2025,28-02-2025,60.0,Online,Completed,81.0,84.0,Yes,High,0.23,Jane Doe,10.0,Project_6,Active,4.0,Hands-on,Architect,1.0
E104,Employee_104,G2,Engineering,Austin,SQL,TensorFlow,TM040,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,30.0,Hybrid,In Progress,84.0,94.0,Yes,Medium,0.2,Mike Wilson,0.0,Project_65,Active,3.8,Hands-on,Data Scientist,0.0
E105,Employee_105,G3,Engineering,NY,Java,Spring,TM005,Full Stack Web Development,Development,15-01-2025,28-02-2025,40.0,Online,Completed,97.0,77.0,Yes,High,0.36,Jane Doe,20.0,Project_37,Active,4.1,Reading,Architect,0.0
E106,Employee_106,G5,QA,SF,Selenium,Cypress,TM014,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,50.0,Online,Completed,84.0,0.0,Yes,High,0.73,John Smith,20.0,Project_96,Active,3.3,Reading,Senior Developer,0.0
E107,Employee_107,G4,Data Science,SF,SQL,NumPy,TM045,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,40.0,Online,Completed,97.0,81.0,Yes,Low,0.33,Mike Wilson,20.0,Project_89,Active,3.2,Hands-on,Architect,0.0
E108,Employee_108,G4,Engineering,Seattle,Java,Spring,TM009,Backend API Development,Backend,15-01-2025,28-02-2025,40.0,Online,Completed,79.0,84.0,Yes,High,0.49,John Smith,10.0,Project_58,Bench,3.5,Visual,Architect,0.0
E109,Employee_109,G1,Engineering,SF,JavaScript,Git,TM002,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,60.0,Hybrid,Completed,70.0,71.0,Yes,High,0.49,Mike Wilson,20.0,Project_55,Bench,3.4,Reading,Tech Lead,0.0
E110,Employee_110,G4,Data Science,NY,R,TensorFlow,TM009,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,60.0,Online,Completed,98.0,73.0,Yes,Medium,0.26,Mike Wilson,20.0,Project_33,Active,3.9,Hands-on,Architect,0.0
E111,Employee_111,G9,Engineering,Seattle,SQL,NumPy,TM007,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,94.0,86.0,Yes,High,0.73,John Smith,20.0,Project_9,Active,4.3,Reading,Data Scientist,1.0
E112,Employee_112,G8,Engineering,Austin,Java,React,TM038,Full Stack Web Development,Development,15-01-2025,28-02-2025,60.0,Hybrid,Completed,85.0,0.0,No,High,0.21,Jane Doe,10.0,Project_54,Active,4.8,Hands-on,Data Scientist,0.0
E113,Employee_113,G5,IT Support,NY,Linux,Shell,TM033,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,60.0,Hybrid,Completed,91.0,0.0,Yes,Low,0.38,Jane Doe,20.0,Project_27,Active,3.6,Hands-on,Data Scientist,0.0
E114,Employee_114,G1,QA,Austin,Python,Docker,TM035,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,60.0,Online,Completed,81.0,83.0,No,High,0.11,John Smith,0.0,Project_46,Bench,4.7,Hands-on,Data Scientist,0.0
E115,Employee_115,G5,Data Science,NY,R,NumPy,TM042,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,50.0,Hybrid,Completed,77.0,0.0,Yes,Medium,0.35,Mike Wilson,15.0,Project_2,Active,4.5,Hands-on,Architect,1.0
E116,Employee_116,G7,Engineering,NY,R,NumPy,TM024,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,30.0,Hybrid,Completed,94.0,89.0,No,Medium,0.66,Mike Wilson,15.0,Project_15,Active,3.2,Reading,Architect,0.0
E117,Employee_117,G9,Data Science,SF,Python,NumPy,TM022,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,30.0,Hybrid,Completed,84.0,74.0,Yes,Medium,0.25,John Smith,15.0,Project_68,Bench,3.3,Visual,Architect,0.0
E118,Employee_118,G8,IT Support,Seattle,Docker,Terraform,TM017,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,60.0,Online,Completed,95.0,0.0,Yes,Low,0.69,John Smith,20.0,Project_1,Active,3.3,Visual,Data Scientist,0.0
E119,Employee_119,G9,Engineering,Boston,Python,Git,TM039,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,60.0,Online,Completed,98.0,81.0,Yes,High,0.18,John Smith,10.0,Project_92,Active,3.1,Visual,Tech Lead,1.0
E120,Employee_120,G10,Data Science,Boston,R,Pandas,TM023,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,73.0,0.0,Yes,Medium,0.45,John Smith,20.0,Project_69,Active,4.1,Reading,Tech Lead,0.0
E121,Employee_121,G4,QA,Austin,Java,Docker,TM033,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,30.0,Online,Completed,74.0,70.0,No,Low,0.24,John Smith,20.0,Project_95,Active,3.1,Visual,Architect,0.0
E122,Employee_122,G10,Engineering,SF,Java,SQL,TM034,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,50.0,Online,Completed,95.0,82.0,No,High,0.39,John Smith,0.0,Project_36,Active,4.4,Reading,Senior Developer,1.0
E123,Employee_123,G4,Data Science,Boston,R,NumPy,TM012,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,30.0,Online,In Progress,94.0,0.0,Yes,Medium,0.45,John Smith,10.0,Project_13,Bench,3.7,Hands-on,Senior Developer,1.0
E124,Employee_124,G9,Engineering,SF,R,TensorFlow,TM047,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Online,Completed,81.0,90.0,No,Medium,0.65,John Smith,0.0,Project_42,Bench,4.8,Visual,Senior Developer,1.0
E125,Employee_125,G2,Engineering,Boston,Docker,Kubernetes,TM038,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,79.0,71.0,Yes,High,0.79,John Smith,0.0,Project_86,Bench,4.7,Hands-on,Senior Developer,1.0
E126,Employee_126,G6,IT Support,Seattle,AWS,Terraform,TM010,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,40.0,Online,Completed,72.0,0.0,Yes,Medium,0.62,John Smith,15.0,Project_39,Active,4.1,Visual,Senior Developer,0.0
E127,Employee_127,G1,Engineering,Boston,JavaScript,Node.js,TM006,Backend API Development,Backend,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,82.0,0.0,No,Medium,0.8,John Smith,20.0,Project_99,Active,3.1,Reading,Senior Developer,0.0
E128,Employee_128,G1,Data Science,NY,Java,Docker,TM011,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,77.0,93.0,No,High,0.23,Jane Doe,20.0,Project_58,Active,3.5,Hands-on,Senior Developer,0.0
E129,Employee_129,G6,Engineering,Boston,JavaScript,React,TM020,Full Stack Web Development,Development,15-01-2025,28-02-2025,30.0,Hybrid,Completed,82.0,75.0,No,Medium,0.53,Jane Doe,10.0,Project_56,Bench,4.0,Hands-on,Architect,0.0
E130,Employee_130,G6,Engineering,NY,Python,Spring,TM011,Full Stack Web Development,Development,15-01-2025,28-02-2025,30.0,Hybrid,Completed,91.0,86.0,No,High,0.39,John Smith,0.0,Project_55,Bench,4.5,Reading,Senior Developer,1.0
E131,Employee_131,G5,Engineering,SF,Python,NumPy,TM019,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,30.0,Online,Completed,83.0,0.0,Yes,High,0.71,Jane Doe,20.0,Project_95,Active,4.2,Visual,Tech Lead,1.0
E132,Employee_132,G2,Engineering,Seattle,AWS,Terraform,TM017,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,60.0,Online,Completed,84.0,83.0,No,High,0.2,Jane Doe,10.0,Project_50,Active,3.7,Reading,Architect,1.0
E133,Employee_133,G4,Engineering,Austin,Python,React,TM030,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,74.0,79.0,No,High,0.28,John Smith,10.0,Project_6,Active,3.6,Reading,Architect,0.0
E134,Employee_134,G3,Engineering,Seattle,Java,Spring,TM016,Backend API Development,Backend,15-01-2025,28-02-2025,60.0,Hybrid,Completed,93.0,72.0,Yes,Low,0.52,Mike Wilson,15.0,Project_21,Active,3.5,Hands-on,Tech Lead,0.0
E135,Employee_135,G1,Engineering,SF,Java,SQL,TM049,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,40.0,Hybrid,Completed,78.0,0.0,Yes,Medium,0.46,Mike Wilson,15.0,Project_48,Active,3.5,Hands-on,Data Scientist,1.0
E136,Employee_136,G4,Data Science,Austin,Java,SQL,TM023,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,95.0,0.0,Yes,Medium,0.73,Jane Doe,15.0,Project_18,Active,4.0,Reading,Data Scientist,0.0
E137,Employee_137,G5,IT Support,SF,AWS,Kubernetes,TM044,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,30.0,Online,Completed,94.0,72.0,No,High,0.51,Jane Doe,10.0,Project_8,Active,4.0,Visual,Senior Developer,0.0
E138,Employee_138,G4,Data Science,Boston,R,TensorFlow,TM006,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,30.0,Online,Completed,91.0,0.0,Yes,High,0.7,Jane Doe,10.0,Project_94,Active,4.6,Reading,Architect,0.0
E139,Employee_139,G8,QA,SF,JavaScript,SQL,TM020,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,60.0,Online,In Progress,75.0,93.0,No,Low,0.6,Mike Wilson,20.0,Project_26,Active,4.4,Visual,Tech Lead,0.0
E140,Employee_140,G3,IT Support,NY,AWS,Shell,TM026,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,40.0,Hybrid,Completed,99.0,0.0,Yes,Medium,0.14,Jane Doe,20.0,Project_10,Active,4.0,Visual,Senior Developer,0.0
E141,Employee_141,G4,Engineering,NY,Java,React,TM017,Full Stack Web Development,Development,15-01-2025,28-02-2025,30.0,Online,Completed,75.0,86.0,No,Medium,0.39,John Smith,20.0,Project_75,Bench,3.3,Reading,Senior Developer,1.0
E142,Employee_142,G6,Engineering,Boston,Linux,Kubernetes,TM014,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,74.0,83.0,Yes,High,0.71,John Smith,10.0,Project_40,Active,4.3,Reading,Senior Developer,0.0
E143,Employee_143,G7,Engineering,NY,JavaScript,React,TM047,Full Stack Web Development,Development,15-01-2025,28-02-2025,50.0,Hybrid,Completed,77.0,0.0,Yes,High,0.33,Mike Wilson,20.0,Project_42,Active,4.4,Hands-on,Senior Developer,0.0
E144,Employee_144,G7,QA,NY,Python,SQL,TM033,Software Architecture Design,Architecture,15-01-2025,28-02-2025,30.0,Online,In Progress,70.0,0.0,Yes,Medium,0.71,John Smith,10.0,Project_38,Active,3.7,Hands-on,Data Scientist,0.0
E145,Employee_145,G8,Engineering,SF,JavaScript,Git,TM027,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,50.0,Online,Completed,73.0,74.0,No,Low,0.34,Jane Doe,20.0,Project_23,Active,4.7,Visual,Senior Developer,0.0
E146,Employee_146,G2,Engineering,Austin,JavaScript,Spring,TM043,Backend API Development,Backend,15-01-2025,28-02-2025,60.0,Hybrid,Completed,73.0,74.0,No,High,0.5,Jane Doe,0.0,Project_51,Active,4.7,Visual,Architect,0.0
E147,Employee_147,G5,Data Science,NY,Java,SQL,TM001,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,50.0,Hybrid,Completed,77.0,84.0,Yes,High,0.66,John Smith,10.0,Project_41,Active,3.7,Visual,Architect,1.0
E148,Employee_148,G7,Data Science,Seattle,R,Pandas,TM044,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,50.0,Online,Completed,94.0,75.0,Yes,High,0.65,Mike Wilson,10.0,Project_26,Active,4.2,Reading,Senior Developer,1.0
E149,Employee_149,G1,IT Support,NY,Linux,Kubernetes,TM007,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,30.0,Hybrid,Completed,92.0,93.0,No,High,0.23,John Smith,0.0,Project_30,Bench,4.1,Hands-on,Tech Lead,1.0
E150,Employee_150,G2,Data Science,Seattle,Python,NumPy,TM004,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,30.0,Hybrid,In Progress,76.0,79.0,Yes,Medium,0.39,Mike Wilson,15.0,Project_92,Bench,4.6,Hands-on,Senior Developer,0.0
E151,Employee_151,G8,Data Science,NY,Python,NumPy,TM047,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,30.0,Online,In Progress,97.0,0.0,Yes,High,0.61,Jane Doe,15.0,Project_16,Active,4.2,Hands-on,Tech Lead,0.0
E152,Employee_152,G2,Data Science,Boston,Python,TensorFlow,TM019,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Online,In Progress,98.0,71.0,No,Medium,0.34,Mike Wilson,10.0,Project_67,Active,3.5,Hands-on,Senior Developer,0.0
E153,Employee_153,G9,Engineering,Austin,R,NumPy,TM024,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,30.0,Hybrid,Completed,96.0,86.0,Yes,Medium,0.62,Jane Doe,0.0,Project_25,Active,3.3,Reading,Tech Lead,1.0
E154,Employee_154,G10,Data Science,SF,R,NumPy,TM021,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Hybrid,Completed,71.0,94.0,Yes,Medium,0.17,Jane Doe,0.0,Project_27,Bench,4.6,Visual,Data Scientist,0.0
E155,Employee_155,G5,Data Science,Boston,Python,NumPy,TM028,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,40.0,Hybrid,Completed,71.0,0.0,No,High,0.52,Jane Doe,0.0,Project_21,Bench,3.8,Hands-on,Architect,0.0
E156,Employee_156,G3,IT Support,Boston,Linux,Terraform,TM033,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Hybrid,Completed,88.0,80.0,No,Low,0.21,John Smith,10.0,Project_66,Active,3.1,Hands-on,Senior Developer,0.0
E157,Employee_157,G8,Data Science,SF,R,TensorFlow,TM037,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,75.0,88.0,Yes,Low,0.77,John Smith,10.0,Project_57,Active,3.3,Visual,Data Scientist,1.0
E158,Employee_158,G8,Engineering,NY,JavaScript,Git,TM018,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,30.0,Hybrid,Completed,95.0,0.0,No,High,0.51,John Smith,15.0,Project_26,Active,4.6,Visual,Architect,0.0
E159,Employee_159,G9,QA,Boston,Postman,TestNG,TM018,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,50.0,Hybrid,Completed,72.0,79.0,No,Medium,0.36,John Smith,10.0,Project_3,Active,3.6,Reading,Architect,0.0
E160,Employee_160,G8,Engineering,NY,JavaScript,Node.js,TM013,Full Stack Web Development,Development,15-01-2025,28-02-2025,40.0,Online,In Progress,79.0,71.0,Yes,Low,0.11,Mike Wilson,0.0,Project_13,Active,4.7,Reading,Architect,0.0
E161,Employee_161,G1,QA,NY,Python,Docker,TM010,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,40.0,Online,Completed,89.0,86.0,Yes,High,0.3,Jane Doe,10.0,Project_37,Active,3.0,Visual,Architect,0.0
E162,Employee_162,G1,Engineering,Boston,Java,Node.js,TM037,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Hybrid,Completed,93.0,93.0,Yes,Medium,0.22,Mike Wilson,20.0,Project_20,Bench,3.4,Reading,Senior Developer,0.0
E163,Employee_163,G2,Engineering,NY,Python,React,TM003,Backend API Development,Backend,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,91.0,86.0,Yes,Medium,0.47,Mike Wilson,10.0,Project_35,Bench,4.3,Reading,Data Scientist,0.0
E164,Employee_164,G8,Engineering,Boston,JavaScript,Node.js,TM034,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Online,Completed,96.0,0.0,No,Low,0.7,John Smith,15.0,Project_40,Bench,4.3,Visual,Data Scientist,0.0
E165,Employee_165,G6,IT Support,SF,Python,SQL,TM006,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,30.0,Hybrid,Completed,97.0,0.0,No,High,0.44,John Smith,15.0,Project_58,Active,4.2,Reading,Senior Developer,0.0
E166,Employee_166,G6,IT Support,Seattle,Python,Docker,TM048,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,30.0,Online,In Progress,94.0,73.0,No,Medium,0.21,Mike Wilson,0.0,Project_58,Active,4.6,Visual,Tech Lead,1.0
E167,Employee_167,G5,Data Science,Boston,SQL,NumPy,TM029,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,60.0,Online,Completed,82.0,86.0,Yes,High,0.36,John Smith,15.0,Project_70,Active,3.0,Hands-on,Data Scientist,1.0
E168,Employee_168,G5,Engineering,NY,Docker,Shell,TM012,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Online,Completed,70.0,0.0,Yes,Low,0.79,Mike Wilson,0.0,Project_76,Active,3.2,Hands-on,Data Scientist,0.0
E169,Employee_169,G1,IT Support,SF,Linux,Shell,TM023,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Hybrid,Completed,98.0,72.0,Yes,High,0.66,John Smith,15.0,Project_32,Active,4.2,Visual,Architect,0.0
E170,Employee_170,G1,IT Support,Boston,AWS,Kubernetes,TM020,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,40.0,Online,Completed,72.0,75.0,Yes,High,0.12,John Smith,20.0,Project_12,Active,3.8,Reading,Data Scientist,0.0
E171,Employee_171,G9,Engineering,Seattle,JavaScript,React,TM046,Full Stack Web Development,Development,15-01-2025,28-02-2025,40.0,Hybrid,Completed,98.0,0.0,Yes,Low,0.53,Jane Doe,15.0,Project_25,Active,4.1,Visual,Data Scientist,0.0
E172,Employee_172,G9,IT Support,Boston,Linux,Terraform,TM002,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,60.0,Hybrid,Completed,82.0,0.0,Yes,Medium,0.38,Mike Wilson,15.0,Project_38,Active,4.3,Hands-on,Data Scientist,1.0
E173,Employee_173,G8,Data Science,NY,JavaScript,Git,TM012,Software Architecture Design,Architecture,15-01-2025,28-02-2025,30.0,Hybrid,Completed,85.0,89.0,Yes,Medium,0.76,John Smith,10.0,Project_97,Active,3.6,Hands-on,Senior Developer,0.0
E174,Employee_174,G6,Data Science,SF,R,NumPy,TM015,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,40.0,Hybrid,Completed,86.0,72.0,No,Medium,0.53,Mike Wilson,20.0,Project_41,Active,4.6,Visual,Data Scientist,1.0
E175,Employee_175,G7,QA,SF,Java,SQL,TM003,Software Architecture Design,Architecture,15-01-2025,28-02-2025,50.0,Online,Completed,83.0,0.0,Yes,High,0.21,John Smith,15.0,Project_19,Bench,3.6,Hands-on,Architect,0.0
E176,Employee_176,G3,IT Support,Boston,Docker,Shell,TM032,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,60.0,Online,Completed,97.0,0.0,No,High,0.12,John Smith,15.0,Project_76,Active,4.7,Visual,Senior Developer,1.0
E177,Employee_177,G5,Engineering,NY,Docker,Terraform,TM032,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,30.0,Hybrid,Completed,71.0,71.0,Yes,Medium,0.56,Mike Wilson,15.0,Project_58,Bench,3.4,Hands-on,Tech Lead,0.0
E178,Employee_178,G1,QA,SF,Postman,JUnit,TM044,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,40.0,Hybrid,Completed,74.0,82.0,Yes,High,0.38,Jane Doe,20.0,Project_89,Active,3.2,Hands-on,Architect,0.0
E179,Employee_179,G2,QA,NY,Selenium,Cypress,TM040,Automated Testing with Selenium,Testing,15-01-2025,28-02-2025,60.0,Hybrid,Completed,92.0,80.0,No,High,0.33,John Smith,10.0,Project_76,Bench,3.8,Reading,Data Scientist,1.0
E180,Employee_180,G6,IT Support,Boston,Linux,Kubernetes,TM012,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,30.0,Online,In Progress,81.0,84.0,No,High,0.18,Jane Doe,10.0,Project_2,Active,3.4,Visual,Senior Developer,0.0
E181,Employee_181,G3,IT Support,NY,Linux,Kubernetes,TM049,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,50.0,Hybrid,Completed,89.0,93.0,No,High,0.33,John Smith,0.0,Project_39,Active,3.9,Visual,Architect,0.0
E182,Employee_182,G4,Data Science,SF,Python,NumPy,TM008,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,40.0,Online,Completed,77.0,0.0,Yes,Low,0.28,John Smith,15.0,Project_90,Active,3.0,Visual,Senior Developer,1.0
E183,Employee_183,G8,Engineering,Austin,Java,React,TM033,Full Stack Web Development,Development,15-01-2025,28-02-2025,30.0,Online,In Progress,83.0,74.0,Yes,High,0.21,Jane Doe,15.0,Project_73,Bench,4.8,Hands-on,Senior Developer,0.0
E184,Employee_184,G9,QA,Austin,Java,Git,TM038,Software Architecture Design,Architecture,15-01-2025,28-02-2025,50.0,Hybrid,In Progress,82.0,88.0,No,High,0.31,Mike Wilson,0.0,Project_85,Active,3.7,Reading,Architect,0.0
E185,Employee_185,G9,Engineering,Seattle,JavaScript,React,TM044,Full Stack Web Development,Development,15-01-2025,28-02-2025,40.0,Hybrid,Completed,77.0,79.0,No,Medium,0.48,Jane Doe,10.0,Project_28,Active,3.6,Hands-on,Tech Lead,0.0
E186,Employee_186,G4,QA,SF,JavaScript,SQL,TM044,Software Architecture Design,Architecture,15-01-2025,28-02-2025,50.0,Online,Completed,92.0,85.0,No,Low,0.27,Mike Wilson,15.0,Project_15,Active,3.9,Reading,Tech Lead,0.0
E187,Employee_187,G4,QA,Boston,Java,Docker,TM047,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,60.0,Online,Completed,79.0,87.0,Yes,Low,0.68,Jane Doe,15.0,Project_7,Active,3.3,Hands-on,Architect,1.0
E188,Employee_188,G8,Engineering,SF,Python,React,TM036,Full Stack Web Development,Development,15-01-2025,28-02-2025,60.0,Hybrid,Completed,91.0,93.0,Yes,High,0.1,Jane Doe,10.0,Project_21,Bench,3.4,Hands-on,Architect,0.0
E189,Employee_189,G10,Engineering,NY,JavaScript,Node.js,TM026,Backend API Development,Backend,15-01-2025,28-02-2025,50.0,Online,Completed,93.0,76.0,No,High,0.54,John Smith,15.0,Project_69,Active,4.3,Visual,Senior Developer,0.0
E190,Employee_190,G1,IT Support,Austin,Linux,Shell,TM007,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,60.0,Online,Completed,83.0,94.0,Yes,Low,0.2,John Smith,10.0,Project_67,Active,3.8,Hands-on,Senior Developer,0.0
E191,Employee_191,G8,Engineering,SF,Docker,Terraform,TM032,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,50.0,Online,Completed,77.0,73.0,Yes,High,0.26,John Smith,15.0,Project_68,Active,4.5,Hands-on,Data Scientist,0.0
E192,Employee_192,G5,Data Science,Austin,Java,Docker,TM003,Cybersecurity Essentials,Security,15-01-2025,28-02-2025,40.0,Hybrid,Completed,81.0,86.0,No,High,0.33,Jane Doe,20.0,Project_58,Bench,3.3,Reading,Architect,0.0
E193,Employee_193,G10,Engineering,Austin,Java,React,TM008,Backend API Development,Backend,15-01-2025,28-02-2025,60.0,Online,In Progress,82.0,0.0,No,High,0.62,John Smith,0.0,Project_30,Active,4.1,Visual,Data Scientist,1.0
E194,Employee_194,G1,QA,Boston,Java,SQL,TM014,Python Programming Fundamentals,Programming,15-01-2025,28-02-2025,60.0,Online,Completed,82.0,90.0,Yes,High,0.46,Mike Wilson,20.0,Project_62,Active,4.1,Reading,Tech Lead,1.0
E195,Employee_195,G6,Engineering,NY,Docker,Shell,TM042,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,40.0,Hybrid,Completed,99.0,83.0,No,Medium,0.31,John Smith,15.0,Project_21,Active,3.3,Reading,Tech Lead,1.0
E196,Employee_196,G2,Engineering,NY,Python,Pandas,TM036,Data Pipeline Engineering,Data Engineering,15-01-2025,28-02-2025,50.0,Hybrid,Completed,85.0,89.0,Yes,High,0.2,John Smith,10.0,Project_8,Active,3.9,Reading,Data Scientist,0.0
E197,Employee_197,G4,Data Science,Boston,R,NumPy,TM043,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,40.0,Hybrid,Completed,88.0,74.0,No,High,0.14,Mike Wilson,10.0,Project_31,Active,4.8,Reading,Senior Developer,0.0
E198,Employee_198,G9,IT Support,Austin,Linux,Shell,TM033,Linux System Administration,Infrastructure,15-01-2025,28-02-2025,60.0,Hybrid,In Progress,86.0,0.0,Yes,High,0.56,Jane Doe,15.0,Project_50,Active,4.6,Visual,Data Scientist,0.0
E199,Employee_199,G7,QA,Boston,Java,SQL,TM022,Software Architecture Design,Architecture,15-01-2025,28-02-2025,30.0,Hybrid,Completed,99.0,91.0,No,Medium,0.58,Mike Wilson,0.0,Project_65,Active,4.5,Hands-on,Senior Developer,0.0
E200,Employee_200,G5,IT Support,Boston,AWS,Shell,TM026,DevOps and CI/CD Pipeline,DevOps,15-01-2025,28-02-2025,40.0,Hybrid,In Progress,85.0,77.0,No,Medium,0.7,Jane Doe,0.0,Project_42,Bench,4.7,Hands-on,Data Scientist,0.0
E201,Employee_201,G1,Data Science,SF,Python,Pandas,TM040,Machine Learning with Python,Data Science,15-01-2025,28-02-2025,30.0,Hybrid,Completed,71.0,91.0,No,Medium,0.15,John Smith,15.0,Project_69,Active,3.9,Hands-on,Data Scientist,0.0
E202,Employee_202,G9,Engineering,Seattle,Python,TensorFlow,TM024,Data Analysis and Visualization,Analytics,15-01-2025,28-02-2025,30.0,Online,Completed,77.0,83.0,No,Low,0.76,Mike Wilson,20.0,Project_51,Active,3.2,Visual,Tech Lead,1.0
E203,Employee_203,G10,IT Support,NY,AWS,Shell,TM009,AWS Cloud Practitioner,Cloud,15-01-2025,28-02-2025,40.0,Online,Completed,86.0,0.0,Yes,High,0.77,Mike Wilson,10.0,Project_10,Bench,3.5,Visual,Tech Lead,0.0
