Emp_Id,Grade,Department,Primary_Skill,Secondary_Skill,Course_Category,Duration_Hours,Delivery_Mode,Business_Priority,Skill_Gap_Score,Availability_Hours_Per_Week,Bench_Status,Performance_Rating,Learning_Style,Career_Goal,Completion_Percentage,Assessment_Score,Training_Success,Training_Course_Name,Mark_Range
E242,G3,QA,Manual,Exploratory,Testing,20.0,Online,High,0.2956741657950947,0.0,Not Available,3.3795031533692685,Visual,Manual Tester,90.08401972029024,79.8208584216485,Pass,Performance Testing,70-79 (Pass)
E243,G4,QA,Robot Framework,Python,Programming,30.0,Online,High,0.3429124016797811,0.0,Not Available,3.911238787712543,Visual,SDET,100.0,79.5626558884064,Pass,Programming Best Practices,70-79 (Pass)
E244,G5,IT Support,AWS,Lambda,Cloud,60.0,Hybrid,Critical,0.1178522716637071,0.0,Not Available,4.276047010222179,Reading,Cloud Admin,100.0,86.41383021234427,Pass,AWS Solutions Architecture,80-89 (Very Good)
E245,G5,Engineering,Swift,iOS,Development,45.0,Online,Medium,0.1921815009670101,4.451262838726112,Available,3.978513147969624,Hands-on,iOS Lead,97.37702107666128,78.35885487557954,Pass,General Training Course,70-79 (Pass)
E246,G6,Data Science,MLflow,Kubeflow,Data Science,50.0,Hybrid,Critical,0.3114066514847285,13.536094166662654,Aligned Opportunity,4.660050519625941,Reading,MLOps Lead,80.2695378974608,0.0,Fail,Data Visualization Techniques,No Assessment
E247,G3,Data Science,Statistical,Bayesian,Analytics,35.0,Online,High,0.2415788045254537,0.0,Not Available,3.911621327178594,Reading,Statistician,100.0,82.2069713453664,Pass,Analytics Dashboard,80-89 (Very Good)
E248,G5,Data Science,SAS,SPSS,Data Science,60.0,Hybrid,Critical,0.3978386514494058,13.993366766375242,Aligned Opportunity,4.339874769065561,Reading,Data Scientist,50.60616189463291,0.0,Fail,Predictive Analytics,No Assessment
E249,G6,Engineering,Clojure,ClojureScript,Programming,40.0,Hybrid,High,0.2259935016076793,0.0,Not Available,4.47006285392432,Reading,Functional Dev,100.0,81.59188051492075,Pass,Design Patterns,80-89 (Very Good)
E250,G6,Engineering,Haskell,PureScript,Programming,40.0,Hybrid,High,0.3199616606188598,1.1929902715466714,Available,4.306864989014316,Reading,FP Developer,95.87080344986552,83.11248056720204,Pass,Advanced OOP,80-89 (Very Good)
E251,G5,Engineering,GraphQL,Apollo,Backend,50.0,Hybrid,High,0.4753208586890975,16.770531204871748,Aligned Opportunity,4.3677376257673135,Hands-on,API Developer,41.77877600421844,2.517419797521714,Fail,Server-Side Rendering,0-59 (Fail)
E252,G3,Engineering,JavaScript,React,Development,45.0,Online,High,0.3225704935122815,4.856821360067764,Available,3.705242032562502,Visual,Senior Developer,100.0,80.96538966098024,Pass,General Training Course,80-89 (Very Good)
E253,G3,QA,Cucumber,BDD,Testing,20.0,Online,High,0.3171917174969993,2.9850338047741767,Available,3.2264750965570093,Visual,QA Engineer,100.0,73.50183665229974,Pass,Test Strategy,70-79 (Pass)
E254,G4,Engineering,Electron,Tauri,Development,45.0,Online,High,0.4674623130116129,20.394255548452133,Aligned Opportunity,3.665757163140661,Visual,Desktop Dev,0.0,0.0,Fail,General Training Course,No Assessment
E255,G4,Data Science,Snowflake,Redshift,Analytics,35.0,Hybrid,High,0.437448882297775,18.682908997421805,Aligned Opportunity,3.933921717929408,Hands-on,Data Warehouse,48.173632492457074,2.2179440204514265,Fail,Advanced Analytics,0-59 (Fail)
E256,G3,QA,Manual,Exploratory,Testing,20.0,Online,High,0.31098355254853,0.0,Not Available,3.4607802844085427,Visual,Manual Tester,99.77151075802465,74.74371840816126,Pass,Test Strategy,70-79 (Pass)
E257,G5,IT Support,Datadog,New Relic,Cloud,40.0,Online,Critical,0.4470857657523597,11.508259534175256,Aligned Opportunity,4.004436597420213,Reading,APM Specialist,73.45283387130117,1.001769103779516,Fail,Multi-Cloud Strategy,0-59 (Fail)
E258,G4,QA,Appium,Mobile Testing,Testing,35.0,Hybrid,High,0.5176703382969206,22.793548817530635,Aligned Opportunity,3.556178126022559,Hands-on,Test Lead,1.9873874060632204,0.0,Fail,QA Best Practices,No Assessment
E259,G5,Engineering,Terraform,Ansible,Cloud,60.0,Hybrid,Critical,0.2126883786340609,3.594813475685635,Available,4.21015489946431,Hands-on,Cloud Architect,100.0,86.29342438876012,Pass,AWS Solutions Architecture,80-89 (Very Good)
E260,G3,Data Science,Statistical,Bayesian,Analytics,35.0,Online,High,0.3260567494524039,0.0,Not Available,3.516960574086293,Reading,Statistician,100.0,80.10759973292225,Pass,Analytics Dashboard,80-89 (Very Good)
E261,G4,Engineering,Webpack,Vite,Development,30.0,Online,High,0.2818701570702555,2.106770859496504,Available,3.986590221916097,Visual,Build Eng,98.92789520324555,82.14200074813716,Pass,General Training Course,80-89 (Very Good)
E262,G4,IT Support,GitHub Actions,GitLab CI,DevOps,15.0,Online,High,0.2860407983681958,2.420188843083654,Available,4.048271557596061,Hands-on,CI CD Admin,100.0,83.78110132398325,Pass,Kubernetes Orchestration,80-89 (Very Good)
E263,G4,IT Support,PagerDuty,OpsGenie,Cloud,40.0,Online,Critical,0.4753020875352655,10.942664532728235,Aligned Opportunity,3.511986919922851,Visual,On-call Eng,64.27334526342676,0.0,Fail,AWS Solutions Architecture,No Assessment
E264,G6,Data Science,Tableau,Power BI,Data Science,50.0,Hybrid,Critical,0.1820067147223442,0.0,Not Available,4.491244966131442,Reading,AI Lead,100.0,89.51928013641069,Pass,Statistical Analysis,80-89 (Very Good)
E265,G6,Data Science,NLP,Transformers,Data Science,50.0,Hybrid,Critical,0.245326043279973,3.1392753787302503,Available,4.804995247881717,Reading,NLP Lead,100.0,89.68373676709908,Pass,Big Data Processing,80-89 (Very Good)
E266,G3,Engineering,Dart,Flutter,Development,30.0,Online,High,0.3580109457680336,0.0,Not Available,3.586101523074189,Visual,Mobile Dev,92.76331175459548,77.3232327889839,Pass,General Training Course,70-79 (Pass)
E267,G6,QA,Accessibility,WCAG,Management,35.0,Online,Medium,0.3857079173674052,0.0,Not Available,4.099556455593398,Visual,A11y Specialist,92.41817515818882,73.16031864220732,Pass,Team Leadership,70-79 (Pass)
E268,G5,Engineering,Nginx,HAProxy,DevOps,30.0,Hybrid,High,0.2262744573417502,0.0,Not Available,4.348918467085959,Hands-on,Infra Eng,92.37774722986464,77.59245923809668,Pass,Infrastructure as Code,70-79 (Pass)
E269,G4,QA,JMeter,Gatling,Testing,20.0,Online,High,0.2843885090393342,0.0,Not Available,3.87269886922788,Hands-on,Perf Tester,94.42730144747232,77.73147783563438,Pass,Automated Testing Frameworks,70-79 (Pass)
E270,G3,IT Support,Active Directory,LDAP,Security,40.0,Online,Critical,0.633403504781012,26.51280204754521,Aligned Opportunity,3.1795935785789253,Reading,Directory Admin,0.0,4.449327362574127,Fail,Security Architecture,0-59 (Fail)
E271,G6,Engineering,AI,OpenAI,Data Science,50.0,Hybrid,Critical,0.1777355890520782,0.0,Not Available,4.888338218944476,Hands-on,AI Architect,100.0,90.2660562433335,Pass,Big Data Processing,90-100 (Excellent)
E272,G5,Engineering,Docker,Compose,DevOps,50.0,Hybrid,Critical,0.1389765368772949,0.6720736151766786,Available,4.016375626068765,Hands-on,DevOps Lead,92.07356490519442,81.78895858710419,Pass,CI/CD Pipeline Management,80-89 (Very Good)
E273,G4,Engineering,Webpack,Vite,Development,30.0,Online,High,0.3905431225850688,0.0,Not Available,3.848892487051626,Visual,Build Eng,93.2887087176127,81.21123198048474,Pass,General Training Course,80-89 (Very Good)
E274,G3,IT Support,Active Directory,LDAP,Security,40.0,Online,Critical,0.5569563401679158,19.99753852281053,Aligned Opportunity,3.2090214653984788,Reading,Directory Admin,1.3723901640887188,0.0,Fail,Cybersecurity Essentials,No Assessment
E275,G6,Data Science,Spark,Databricks,Data Engineering,40.0,Hybrid,High,0.2095119646772119,3.3689148508423106,Available,4.544183699901322,Hands-on,Data Lead,97.44819738668916,79.76067457418026,Pass,General Training Course,70-79 (Pass)
E276,G4,Engineering,PHP,Laravel,Development,50.0,Hybrid,High,0.4659210264135682,25.399676236124847,Aligned Opportunity,3.78725873227318,Hands-on,Backend Dev,0.0,0.0,Fail,General Training Course,No Assessment
E277,G5,QA,Allure,ReportPortal,Management,20.0,Online,Medium,0.1793821186636334,0.0,Not Available,3.877123852825502,Visual,Test Reporter,100.0,74.75149905794869,Pass,Team Leadership,70-79 (Pass)
E278,G6,Engineering,Java,Microservices,Architecture,70.0,Hybrid,Critical,0.31444675229923,7.046899682663312,Aligned Opportunity,4.301205111247824,Reading,Architect,74.97865294824517,0.0,Fail,Software Architecture Patterns,No Assessment
E279,G4,Engineering,Remix,Qwik,Development,45.0,Online,High,0.3991646739991992,12.1959747620842,Aligned Opportunity,3.4134805132857773,Visual,Web Framework Dev,63.201088404480416,2.35974239639768,Fail,General Training Course,0-59 (Fail)
E280,G6,Engineering,Java,Microservices,Architecture,70.0,Hybrid,Critical,0.4510940790653936,8.535411767351619,Aligned Opportunity,4.396103074908557,Reading,Architect,66.588628414886,2.066929837453974,Fail,Software Architecture Patterns,0-59 (Fail)
E281,G4,Engineering,Electron,Tauri,Development,45.0,Online,High,0.5044243908064686,20.100143349222293,Aligned Opportunity,3.4826716302131144,Visual,Desktop Dev,0.3451312633264241,3.3138100414375256,Fail,General Training Course,0-59 (Fail)
E282,G4,Engineering,Webpack,Vite,Development,30.0,Online,High,0.3459756675819245,0.3590063159435983,Available,4.116857768793763,Visual,Build Eng,97.67825086837271,73.6518352940895,Pass,General Training Course,70-79 (Pass)
E283,G5,Data Science,Scikit-learn,XGBoost,Data Science,80.0,Hybrid,Critical,0.2642570850200094,5.37741126664054,Aligned Opportunity,4.199440672112456,Hands-on,ML Developer,92.92723783797388,2.493588685696494,Pass,Statistical Analysis,0-59 (Fail)
E284,G3,IT Support,Zabbix,Nagios,Cloud,40.0,Online,Critical,0.4501888967255245,16.308696127029215,Aligned Opportunity,3.778218276009864,Visual,IT Support,50.26068229220755,0.0,Fail,Google Cloud Platform,No Assessment
E285,G3,Data Science,Plotly,Dash,Analytics,30.0,Online,High,0.2951752267636933,0.0,Not Available,3.521007300461224,Visual,Visualization Dev,97.4949758789498,76.07558967852009,Pass,Analytics Dashboard,70-79 (Pass)
E286,G3,Engineering,HTML,CSS,Development,30.0,Online,High,0.3219953949652818,1.0714862029703145,Available,3.697779721982714,Visual,Web Dev,100.0,78.88939155678108,Pass,General Training Course,70-79 (Pass)
E287,G4,IT Support,GitHub Actions,GitLab CI,DevOps,15.0,Online,High,0.2485774440881196,0.0,Not Available,3.729727034879809,Hands-on,CI CD Admin,99.41117256506608,88.96278346356483,Pass,Container Orchestration,80-89 (Very Good)
E288,G6,Data Science,NLP,Transformers,Data Science,50.0,Hybrid,Critical,0.2095292998315425,0.0,Not Available,4.778159285354356,Reading,NLP Lead,95.62198839651866,93.96999396721104,Pass,Big Data Processing,90-100 (Excellent)
E289,G4,IT Support,Cloudflare,Fastly,Security,40.0,Online,Critical,0.4384821004420828,19.66741412164045,Aligned Opportunity,3.833686400095103,Reading,CDN Specialist,59.77223264021475,1.0065843493803897,Fail,Security Architecture,0-59 (Fail)
E290,G5,Engineering,TypeScript,Angular,Development,45.0,Online,High,0.2611164660627107,5.629088478793571,Aligned Opportunity,3.926845322016056,Visual,Frontend Lead,77.82880479139493,0.0,Fail,General Training Course,No Assessment
E291,G4,Engineering,Next.js,React,Development,45.0,Online,High,0.2676318709750959,0.0,Not Available,4.270303383550604,Visual,Full Stack Dev,100.0,75.9742901071667,Pass,General Training Course,70-79 (Pass)
E292,G3,QA,Cucumber,BDD,Testing,20.0,Online,High,0.3319979361068997,4.079013789825474,Available,3.457445121315639,Visual,QA Engineer,99.19931789828556,75.21392601522683,Pass,Test Strategy,70-79 (Pass)
E293,G6,Data Science,Machine Learning,Python,Data Science,80.0,Hybrid,Critical,0.3217662014591749,3.157063903029208,Aligned Opportunity,4.976846904025057,Reading,ML Architect,75.90229602044712,0.0533301935875663,Fail,Predictive Analytics,0-59 (Fail)
E294,G4,IT Support,ServiceNow,ITSM,Management,20.0,Online,Medium,0.3371785375957237,2.54814737141643,Available,4.048365465647311,Reading,ITSM Specialist,100.0,73.16739254208395,Pass,Change Management,70-79 (Pass)
E295,G5,Data Science,dbt,Airflow,Data Engineering,40.0,Hybrid,High,0.2154099796314242,4.684475217605277,Available,4.362325490253716,Hands-on,Data Engineer,100.0,81.22856247253613,Pass,General Training Course,80-89 (Very Good)
E296,G6,IT Support,Puppet,Chef,DevOps,35.0,Hybrid,Critical,0.2835186943274941,0.0,Not Available,3.9964047274106,Hands-on,Config Mgmt Lead,92.28566250512112,86.61177793241633,Pass,Kubernetes Orchestration,80-89 (Very Good)
E297,G6,Engineering,WebRTC,Socket.io,Development,50.0,Hybrid,High,0.1117997653713376,0.0,Not Available,4.429492949236324,Hands-on,Real-time Dev,100.0,81.30444760141384,Pass,General Training Course,80-89 (Very Good)
E298,G6,Engineering,Clojure,ClojureScript,Programming,40.0,Hybrid,High,0.2329677378564515,0.0,Not Available,3.9609504467695458,Reading,Functional Dev,100.0,78.15221752127033,Pass,Design Patterns,70-79 (Pass)
E299,G3,QA,TestNG,JUnit,Programming,30.0,Online,High,0.392775898703769,12.190377379381571,Aligned Opportunity,3.2037098167504663,Visual,Test Engineer,94.733491545718,78.17062567747189,Pass,Code Quality,70-79 (Pass)
E1000,G4,HR,Docker,Go,Cloud,53.8,Hybrid,High,0.1,18.4,Available,4.0,Reading,QA Lead,97.0,79.9,Pass,Testing,70-79 (Pass)
E1001,G5,Engineering,AWS,Python,Data,15.5,Online,Low,0.52,16.0,On-bench,3.2,Reading,DevOps,38.2,94.4,Pass,Analytics,90-100 (Excellent)
E1002,G3,HR,Java,Docker,Dev,76.7,Hybrid,Medium,0.39,0.6,Not Available,4.2,Reading,Data Sci,12.2,47.5,Fail,Microservices,0-59 (Fail)
E1003,G4,IT Support,Tableau,AWS,Dev,42.6,Hybrid,Medium,0.57,1.3,Not Available,4.4,Visual,Architect,89.5,57.4,Pass,Testing,0-59 (Fail)
E1004,G1,Finance,Tableau,SQL,Cloud,32.6,Online,Critical,0.36,11.2,On-bench,3.2,Hands-on,QA Lead,7.5,94.7,Pass,Testing,90-100 (Excellent)
E1005,G3,QA,Java,Tableau,Infra,66.4,In-person,Low,0.93,26.0,On-bench,4.7,Visual,Tech Lead,6.4,29.9,Pass,Cloud,0-59 (Fail)
E1006,G4,Finance,Go,Go,Backend,39.9,In-person,Medium,0.85,28.9,Aligned,4.4,Reading,DevOps,52.3,41.0,Fail,Analytics,0-59 (Fail)
E1007,G3,Engineering,AWS,SQL,DevOps,74.0,In-person,High,0.41,30.2,On-bench,4.9,Reading,DevOps,69.5,84.5,Pass,Microservices,80-89 (Very Good)
E1008,G5,Finance,AWS,AWS,DevOps,27.1,Hybrid,Medium,0.54,32.3,On-bench,3.4,Visual,Tech Lead,27.2,62.2,Fail,Analytics,60-69 (Borderline)
E1009,G1,QA,Docker,React,Infra,42.1,Online,Low,0.12,13.5,Aligned,2.9,Hands-on,Data Sci,36.4,93.3,Pass,System Design,90-100 (Excellent)
E1010,G3,Engineering,SQL,Java,Backend,32.3,Hybrid,Medium,0.41,1.3,On-bench,4.8,Reading,Architect,53.1,43.0,Pass,Testing,0-59 (Fail)
E1011,G3,QA,Java,Docker,Data,38.9,Hybrid,Medium,0.4,32.7,On-bench,4.6,Reading,QA Lead,85.8,31.3,Pass,System Design,0-59 (Fail)
E1012,G3,QA,AWS,Tableau,QA,26.3,Online,Critical,0.39,37.5,Available,4.2,Hands-on,Tech Lead,20.9,52.0,Pass,Testing,0-59 (Fail)
E1013,G2,Engineering,AWS,AWS,Backend,30.7,Hybrid,Critical,0.56,35.3,Aligned,3.3,Reading,DevOps,72.6,86.1,Pass,Microservices,80-89 (Very Good)
E1014,G4,QA,Java,Tableau,DevOps,73.4,Hybrid,High,0.37,37.6,Available,2.5,Visual,Architect,48.6,43.0,Pass,Testing,0-59 (Fail)
E1015,G1,Data Science,Java,React,Cloud,26.6,In-person,High,0.66,22.7,On-bench,3.8,Visual,QA Lead,48.7,87.0,Pass,Analytics,80-89 (Very Good)
E1016,G6,Engineering,AWS,Docker,Backend,27.7,Online,Critical,0.28,1.0,Available,2.6,Visual,QA Lead,28.0,84.8,Pass,Analytics,80-89 (Very Good)
E1017,G5,Engineering,React,SQL,QA,77.6,Online,Critical,0.29,15.4,Aligned,3.2,Reading,Architect,55.7,89.9,Pass,System Design,80-89 (Very Good)
E1018,G6,IT Support,Docker,Go,Dev,72.0,Online,Critical,0.7,28.1,On-bench,3.9,Visual,Architect,81.0,83.2,Pass,System Design,80-89 (Very Good)
E1019,G1,Data Science,SQL,AWS,Backend,19.6,Hybrid,Critical,0.05,35.5,Aligned,3.4,Visual,DevOps,46.6,52.1,Pass,System Design,0-59 (Fail)
E1020,G2,Finance,Java,AWS,Dev,68.5,Hybrid,High,0.13,20.9,Available,3.2,Hands-on,Data Sci,84.2,18.7,Pass,Cloud,0-59 (Fail)
E1021,G4,HR,Python,AWS,Dev,36.0,Online,Critical,0.27,17.6,Aligned,3.1,Visual,QA Lead,8.1,41.1,Pass,Microservices,0-59 (Fail)
E1022,G2,IT Support,Java,Docker,Dev,30.6,Hybrid,Critical,0.18,37.4,Available,4.9,Reading,QA Lead,61.2,40.3,Pass,Cloud,0-59 (Fail)
E1023,G5,Finance,Java,SQL,Data,21.0,In-person,Low,0.31,39.2,Available,3.7,Visual,Architect,49.2,45.5,Fail,Analytics,0-59 (Fail)
E1024,G2,IT Support,React,SQL,DevOps,17.9,In-person,Medium,0.63,20.1,Available,3.8,Hands-on,Data Sci,61.6,90.6,Pass,Testing,90-100 (Excellent)
E1025,G3,Data Science,Tableau,AWS,Dev,52.3,Online,Low,0.81,32.8,On-bench,3.5,Hands-on,Architect,20.7,26.3,Pass,System Design,0-59 (Fail)
E1026,G5,QA,Python,Go,QA,19.6,Online,Medium,0.68,13.6,Aligned,3.2,Visual,QA Lead,34.8,89.9,Fail,Microservices,80-89 (Very Good)
E1027,G5,HR,Java,AWS,Dev,42.5,In-person,Low,0.73,5.1,Available,4.4,Reading,QA Lead,23.9,65.3,Pass,Cloud,60-69 (Borderline)
E1028,G1,Finance,Java,Java,Data,47.3,Online,Medium,0.3,4.0,On-bench,2.5,Hands-on,DevOps,9.1,30.7,Pass,Testing,0-59 (Fail)
E1029,G3,IT Support,Docker,Tableau,Cloud,21.0,Online,Critical,0.67,30.1,Aligned,4.5,Reading,QA Lead,93.1,93.5,Pass,System Design,90-100 (Excellent)
E1030,G5,QA,Docker,SQL,Infra,60.9,In-person,Critical,0.69,33.5,Available,2.8,Reading,QA Lead,22.3,38.1,Pass,System Design,0-59 (Fail)
E1031,G5,HR,SQL,React,Infra,52.8,Online,Low,0.88,9.5,Aligned,5.0,Visual,Data Sci,8.4,74.6,Pass,Cloud,70-79 (Pass)
E1032,G2,IT Support,Go,Docker,Data,47.0,Online,Medium,0.47,2.3,On-bench,4.4,Reading,Tech Lead,74.4,65.4,Pass,Microservices,60-69 (Borderline)
E1033,G4,Engineering,Java,Tableau,Backend,29.5,Hybrid,Medium,0.01,38.8,Available,3.3,Visual,QA Lead,99.3,7.1,Pass,Testing,0-59 (Fail)
E1034,G1,IT Support,Docker,Java,Backend,60.2,In-person,Low,0.63,23.4,On-bench,4.3,Reading,Data Sci,95.9,5.6,Pass,Testing,0-59 (Fail)
E1035,G5,IT Support,AWS,AWS,Dev,40.2,Hybrid,Critical,0.08,39.0,On-bench,3.6,Reading,Tech Lead,28.0,39.5,Pass,Analytics,0-59 (Fail)
E1036,G5,Finance,Go,SQL,Data,76.7,Online,High,0.92,3.3,Not Available,4.7,Hands-on,QA Lead,2.6,36.1,Pass,Microservices,0-59 (Fail)
E1037,G3,HR,Python,Docker,Backend,78.0,In-person,Low,0.84,18.7,Aligned,2.8,Hands-on,Data Sci,81.3,96.0,Pass,Analytics,90-100 (Excellent)
E1038,G5,HR,SQL,Python,Dev,39.6,Online,Medium,0.21,10.1,Available,4.0,Visual,Tech Lead,67.2,59.3,Pass,System Design,0-59 (Fail)
E1039,G2,IT Support,React,React,Infra,48.8,Online,Medium,0.97,3.5,Aligned,3.5,Reading,QA Lead,62.0,67.6,Pass,Testing,60-69 (Borderline)
E1040,G2,Finance,Python,Python,Dev,40.5,In-person,High,0.9,13.9,Not Available,3.6,Reading,Data Sci,29.8,50.3,Pass,Analytics,0-59 (Fail)
E1041,G4,IT Support,Tableau,Java,Dev,65.0,Online,Medium,0.62,13.9,Not Available,4.1,Reading,DevOps,53.7,44.2,Pass,Cloud,0-59 (Fail)
E1042,G6,Data Science,Tableau,AWS,Backend,73.3,In-person,High,0.67,6.9,Not Available,3.1,Hands-on,QA Lead,34.5,33.4,Fail,Microservices,0-59 (Fail)
E1043,G5,Engineering,AWS,Python,Data,38.7,Hybrid,Medium,0.69,1.6,Available,3.7,Visual,DevOps,92.1,5.9,Pass,Microservices,0-59 (Fail)
E1044,G1,QA,SQL,AWS,QA,49.9,Hybrid,Medium,0.62,14.8,On-bench,4.3,Visual,DevOps,25.2,68.5,Pass,Cloud,60-69 (Borderline)
E1045,G4,HR,Python,Python,Data,49.6,In-person,Critical,0.27,15.1,Not Available,3.9,Hands-on,Architect,53.5,22.4,Pass,Microservices,0-59 (Fail)
E1046,G4,IT Support,Go,Java,Cloud,46.2,In-person,Medium,0.59,29.8,Available,3.9,Visual,Tech Lead,33.7,86.4,Pass,Cloud,80-89 (Very Good)
E1047,G3,HR,React,SQL,Backend,30.4,Hybrid,Low,0.15,9.8,On-bench,4.6,Visual,Tech Lead,8.0,50.4,Pass,Testing,0-59 (Fail)
E1048,G6,IT Support,AWS,AWS,Infra,71.3,Hybrid,Medium,0.26,6.8,Aligned,4.6,Visual,DevOps,57.2,26.9,Pass,System Design,0-59 (Fail)
E1049,G6,Data Science,Go,AWS,Backend,62.9,In-person,Low,0.61,11.5,Available,3.8,Reading,Data Sci,32.1,57.0,Pass,System Design,0-59 (Fail)
E1050,G5,IT Support,AWS,Python,Cloud,59.5,Online,High,0.68,30.4,Aligned,3.7,Visual,DevOps,34.9,89.2,Pass,Testing,80-89 (Very Good)
E1051,G2,Finance,SQL,Tableau,Infra,76.0,In-person,High,0.93,28.9,On-bench,4.6,Reading,Tech Lead,75.1,76.8,Pass,Analytics,70-79 (Pass)
E1052,G5,QA,Go,React,Dev,74.0,Online,Low,0.59,27.3,On-bench,3.6,Visual,DevOps,62.4,51.8,Pass,Microservices,0-59 (Fail)
E1053,G1,Engineering,Java,Docker,QA,49.6,Online,Critical,0.23,21.7,Not Available,4.8,Reading,DevOps,33.5,13.4,Pass,Analytics,0-59 (Fail)
E1054,G1,Data Science,React,Docker,Infra,66.3,Hybrid,Low,0.31,9.9,Aligned,2.9,Visual,Architect,76.2,84.2,Pass,Analytics,80-89 (Very Good)
E1055,G4,HR,Tableau,AWS,QA,66.8,Online,Low,0.23,28.9,Not Available,2.5,Reading,DevOps,56.6,68.8,Pass,Testing,60-69 (Borderline)
E1056,G3,Finance,Python,Tableau,Data,29.8,In-person,High,0.29,24.6,Not Available,4.0,Visual,Architect,61.1,1.7,Pass,Testing,0-59 (Fail)
E1057,G4,Data Science,Tableau,AWS,Cloud,75.0,In-person,Medium,0.77,15.0,Available,3.6,Hands-on,Tech Lead,92.6,43.3,Fail,Analytics,0-59 (Fail)
E1058,G2,Finance,AWS,React,QA,74.9,In-person,Medium,0.52,23.7,Available,3.4,Hands-on,Tech Lead,20.6,75.6,Pass,Cloud,70-79 (Pass)
E1059,G4,Engineering,Python,Go,Data,37.5,Hybrid,High,0.74,18.1,Aligned,2.6,Reading,DevOps,24.8,55.5,Fail,Analytics,0-59 (Fail)
E1060,G1,Engineering,SQL,Docker,Infra,56.1,Hybrid,Low,0.52,39.0,Available,2.9,Visual,Data Sci,53.5,17.7,Pass,Analytics,0-59 (Fail)
E1061,G6,QA,Go,Tableau,Infra,37.7,Hybrid,Low,0.62,15.1,On-bench,3.9,Visual,Tech Lead,77.6,43.5,Pass,Testing,0-59 (Fail)
E1062,G1,IT Support,React,React,Infra,25.1,Online,Critical,0.86,37.8,On-bench,3.2,Reading,Architect,40.9,2.4,Fail,System Design,0-59 (Fail)
E1063,G5,Engineering,Java,Docker,Infra,30.0,In-person,High,0.02,4.2,Aligned,3.9,Reading,Tech Lead,55.7,69.2,Pass,Cloud,60-69 (Borderline)
E1064,G4,Data Science,SQL,React,Cloud,41.4,In-person,Critical,0.09,25.3,Available,3.0,Reading,QA Lead,87.6,61.7,Pass,Microservices,60-69 (Borderline)
E1065,G5,Data Science,Go,Python,QA,39.7,In-person,High,0.27,25.0,Not Available,4.4,Hands-on,Architect,86.1,21.1,Pass,Testing,0-59 (Fail)
E1066,G1,IT Support,React,Tableau,Infra,73.1,Online,Medium,0.02,10.7,On-bench,4.2,Hands-on,Tech Lead,13.9,80.2,Pass,System Design,80-89 (Very Good)
E1067,G5,HR,Python,Docker,Cloud,16.2,Hybrid,Critical,0.12,23.1,Not Available,2.7,Hands-on,Tech Lead,49.7,69.1,Fail,Analytics,60-69 (Borderline)
E1068,G3,Engineering,Docker,React,Infra,53.8,Online,Low,0.49,22.9,Available,3.5,Visual,Architect,42.2,34.0,Pass,Microservices,0-59 (Fail)
E1069,G3,HR,AWS,Go,Dev,19.4,In-person,Critical,0.44,36.6,Aligned,3.2,Reading,Architect,39.7,91.6,Fail,Microservices,90-100 (Excellent)
E1070,G2,Data Science,Docker,AWS,Infra,53.7,In-person,Low,0.5,23.9,Not Available,4.1,Visual,QA Lead,34.4,33.7,Pass,Analytics,0-59 (Fail)
E1071,G3,IT Support,Java,Docker,Infra,68.2,Online,Critical,0.69,10.9,Not Available,2.8,Hands-on,Data Sci,80.7,92.4,Pass,Microservices,90-100 (Excellent)
E1072,G1,Data Science,React,Tableau,Infra,62.6,Online,Low,0.66,27.7,Not Available,5.0,Visual,Tech Lead,64.7,66.5,Fail,System Design,60-69 (Borderline)
E1073,G2,Engineering,Docker,Python,Cloud,45.8,In-person,Medium,0.12,29.2,Aligned,4.8,Visual,DevOps,94.4,45.5,Pass,Cloud,0-59 (Fail)
E1074,G2,QA,Python,Docker,Backend,57.3,In-person,Critical,0.12,3.1,Available,3.8,Visual,Data Sci,57.2,77.2,Pass,Microservices,70-79 (Pass)
E1075,G5,IT Support,Java,Tableau,Cloud,55.0,Hybrid,Medium,0.02,34.8,Not Available,2.5,Hands-on,QA Lead,38.4,89.5,Fail,Testing,80-89 (Very Good)
E1076,G5,Finance,Java,SQL,Data,46.2,Online,Critical,0.87,39.4,Not Available,2.7,Reading,Data Sci,73.8,22.9,Fail,System Design,0-59 (Fail)
E1077,G4,IT Support,React,SQL,Backend,33.0,Online,Medium,0.05,4.4,Available,4.2,Reading,Architect,79.8,24.9,Pass,Cloud,0-59 (Fail)
E1078,G6,HR,Python,Java,QA,79.4,In-person,Critical,0.94,26.0,Available,4.6,Visual,Architect,4.7,36.9,Fail,System Design,0-59 (Fail)
E1079,G3,Finance,SQL,SQL,Data,78.0,Online,Low,0.93,39.8,Available,3.2,Reading,Architect,49.1,95.6,Pass,Cloud,90-100 (Excellent)
E1080,G6,HR,Tableau,SQL,QA,17.3,Hybrid,Low,0.09,35.1,Aligned,3.2,Hands-on,Tech Lead,4.4,81.8,Fail,Microservices,80-89 (Very Good)
E1081,G5,QA,Go,Python,DevOps,39.2,In-person,Low,0.05,21.3,Available,3.1,Hands-on,Data Sci,7.6,81.7,Pass,Analytics,80-89 (Very Good)
E1082,G3,IT Support,Go,Tableau,Dev,50.3,Online,Low,0.73,20.9,On-bench,4.1,Hands-on,DevOps,86.7,68.0,Pass,Microservices,60-69 (Borderline)
